BTC,NYSE,NASDAQ,LSE,BTC_Volume,NYSE_Volume,NASDAQ_Volume,LSE_Volume
45538,16670,14220,7966,333274,48230,54538,10
46281,16787,14261,8084,381626,45629,50027,5
46622,16829,14532,8140,324997,45473,46301,4
45555,16645,14204,8360,296406,48006,47277,8
43206,16587,13888,8388,393933,49868,53604,7
43503,16631,13897,8434,261019,48214,48560,9
42287,16689,13711,8504,272159,40832,45740,4
39521,16534,13411,8410,339499,42662,49466,8
40127,16465,13371,8170,309915,41520,49917,9
41166,16614,13643,8116,276911,38281,49097,4
39935,16511,13351,8150,243420,40830,46422,8
40826,16466,13332,7960,337051,39104,43652,4
41502,16658,13619,7960,253032,41081,45628,4
41374,16761,13453,8098,278195,42904,46789,4
40527,16499,13174,8010,353727,46368,52331,5
39740,16056,12839,8016,280117,46519,44750,8
40458,16054,13004,8068,354457,52400,48451,8
38117,15694,12490,8084,345690,46899,51681,7
39241,15741,12488,7960,309810,47696,48107,8
39773,16032,12871,7872,339037,48541,50671,5
38609,15615,12334,7916,308829,50840,47330,14
38529,15609,12536,7792,329226,51637,49182,7
37750,15729,12563,7792,273269,45820,45472,7
39698,16119,12964,7492,367544,51363,54980,5
36575,15652,12317,7458,431062,50770,53089,5
36040,15566,12144,7296,377955,51169,53244,10
30296,15057,11623,7050,633554,59545,59391,5
31022,15025,11737,7252,598110,58858,62182,9
28936,14902,11364,7220,703888,58161,61523,10
29047,14931,11370,7220,669891,62864,66794,6
29283,15257,11805,7220,428411,51833,58940,3
29862,15259,11662,7146,326138,44150,49302,4
30425,15541,11984,7324,291014,48414,50939,6
28720,15044,11418,7226,312852,51032,50641,13
30314,15035,11388,7166,337734,51135,51544,5
29200,15080,11354,7270,307493,51307,54343,4
29098,15342,11535,7304,314834,44200,45522,4
29655,15290,11264,7306,266165,49231,47244,12
29562,15412,11434,7326,275250,48025,45196,8
29267,15664,11740,7390,367743,47099,46726,5
28627,15942,12131,7558,365820,43756,47939,9
31792,15827,12081,7402,335382,68226,60455,12
29799,15709,11994,7144,411358,45318,47199,11
30467,15960,12316,7328,290835,44057,44458,4
29704,15797,12012,7328,261755,37111,41300,4
31370,15848,12061,7328,319473,43327,46470,4
31155,16019,12175,7126,407709,42482,44112,5
30214,15843,12086,7098,302420,41594,47089,6
30111,15472,11754,7110,216920,41341,54084,4
29083,15096,11340,7052,298674,48896,51520,5
22487,14527,10809,6866,682045,56368,59373,9
22206,14444,10828,6738,509135,51538,48198,7
22572,14595,11099,7088,549120,55304,53685,31
20381,14142,10646,7254,311839,56449,56966,10
20471,14097,10798,7130,271324,85207,74528,13
20710,14414,11069,7166,289702,52922,52262,3
19987,14352,11053,7338,285747,50589,52381,11
21085,14402,11232,7464,261880,50986,52582,6
21231,14811,11607,7600,249577,81202,94681,7
20735,14835,11524,7664,209656,43253,50478,9
20280,14667,11181,7748,213815,42701,54332,5
20104,14599,11177,7700,235527,42112,56508,2
19784,14487,11028,7632,262672,48400,56545,4
19269,14636,11127,7558,307675,40469,48657,4
20190,14499,11322,7430,267155,50765,50535,9
20548,14465,11361,7668,245989,44177,48511,6
21637,14676,11621,7582,258149,40577,46850,10
21731,14642,11635,7612,498998,35216,45265,10
19970,14502,11372,7662,241502,34234,43629,2
19323,14395,11264,7730,258102,38172,43178,6
20212,14340,11247,7674,330424,41093,44330,3
20569,14171,11251,7626,311587,41996,44810,5
20836,14449,11452,7550,259055,41438,43690,7
22485,14403,11360,7650,399744,40468,50579,3
23389,14766,11713,7688,487652,40410,53027,3
23231,14778,11897,7796,429325,41853,54670,8
23164,14871,12059,7894,336310,41327,46809,4
22714,14790,11834,7852,314215,39792,47218,5
21361,14899,11782,7812,355745,35683,43465,2
21239,14793,11562,7830,286246,37789,43497,4
22930,15031,12032,7868,317589,41121,45884,3
23843,15198,12162,7908,402123,44130,49249,3
23804,15327,12390,7998,358872,46163,49074,6
23314,15286,12368,7988,258491,42028,43963,2
22978,15162,12348,8004,283892,47277,47921,2
22846,15267,12668,8120,262881,43517,56679,12
22630,15224,12720,8144,251202,42833,54514,5
23289,15273,12657,8278,288812,40859,49113,7
23809,15305,12644,8306,285755,42210,52386,3
23164,15264,12493,8332,235557,39130,53073,7
23947,15552,12854,8280,328374,45460,51962,6
23957,15602,12779,8302,371270,46302,58159,7
24402,15804,13047,8184,272658,37880,47826,4
24136,15794,13128,8440,351235,36968,44760,9
23883,15846,13102,8372,277536,43298,50284,3
23335,15734,12938,8434,309316,38850,52295,3
23212,15763,12965,8532,237476,33403,47243,19
20877,15588,12705,8560,405096,37613,46281,7
21398,15341,12381,8582,316664,39074,42709,4
21528,15338,12381,8334,318782,38235,38361,5
21395,15392,12431,8400,319622,35836,39171,4
21600,15595,12639,8410,310286,35668,43234,2
20260,15178,12141,8268,423267,38327,45300,9
20297,15118,12017,8176,326378,33965,42098,5
19796,14931,11883,8176,344833,38358,46815,5
20049,14801,11816,8102,332252,45424,49520,7
20127,14771,11785,7928,301820,41522,47928,4
19969,14689,11630,8006,291239,36658,42574,6
18837,14631,11544,7968,434039,41273,46229,4
19290,14844,11791,7944,352397,38903,44456,11
19329,14961,11862,8004,321944,39668,43299,7
21381,15190,12112,8004,484695,39019,44015,6
22370,15352,12266,8098,502120,38142,41466,5
20296,14820,11633,8004,510911,42245,51883,6
20241,14843,11719,7900,378723,42932,48615,6
19701,14722,11552,7802,363890,44418,48059,5
19772,14573,11448,7786,301233,79546,74518,25
19544,14674,11535,7548,401770,37668,41686,6
18890,14474,11425,7548,367913,40580,40281,6
18547,14236,11220,7728,463637,40783,44710,11
19413,14116,11066,7468,411357,42846,49164,9
19297,13796,10867,7468,388960,51442,51343,6
19222,13580,10802,7489,441487,48861,46977,6
19110,13541,10829,7622,585714,45777,44450,7
19426,13833,11051,7696,530712,46848,45561,6
19573,13608,10737,7598,410378,46818,45166,10
19431,13472,10575,7628,439752,56453,46497,7
19623,13855,10815,7640,304847,48066,44154,5
20336,14319,11176,7718,358872,51465,50047,6
20160,14262,11148,7790,332237,42931,40918,9
19955,14087,11073,7682,347114,42521,44233,7
19546,13798,10652,7546,292273,44496,46341,4
19141,13693,10542,7540,274250,38343,39896,3
19051,13608,10426,7434,287115,47590,47388,6
19157,13546,10417,7356,249501,40068,40910,4
19382,13888,10649,7300,442198,50216,53000,6
19185,13607,10321,7292,384523,42430,43930,4
19550,13923,10675,7324,274725,43527,44391,7
19334,14089,10772,7474,305800,44837,50473,15
19139,13947,10680,7460,224253,42238,49550,3
19053,13840,10614,7416,244939,44966,46280,5
19172,14144,10859,7350,324592,50780,47064,6
19345,14226,10952,7366,302022,47479,48087,5
20095,14440,11199,7440,477615,48431,51417,3
20770,14531,10970,7546,588959,48173,52244,11
20285,14569,10792,7578,496251,46873,47735,6
20595,14795,11102,7586,439947,44594,47319,3
20495,14747,10988,7566,456684,48206,47537,3
20485,14790,10890,7620,398193,44812,46775,3
20159,14497,10524,7660,555521,48990,54364,4
20209,14455,10342,7612,432287,46252,51021,2
21147,14702,10475,7700,640727,54001,54537,3
20602,14808,10564,7750,535108,43416,44566,6
18541,14889,10616,7786,1189924,46076,51345,6
15880,14587,10353,7888,1029051,46450,49774,5
17586,15234,11114,8072,832022,57812,64330,5
17034,15352,11323,8220,558716,55933,58677,8
16618,15228,11196,8022,496302,45619,50040,8
16884,15381,11358,7986,365994,50153,56173,3
16669,15265,11183,7996,339255,41653,45851,7
16687,15223,11144,8036,278689,40517,43543,2
16697,15309,11146,8122,268622,40373,41754,4
15787,15278,11024,8166,374294,38506,39771,4
16189,15481,11174,8164,307268,38879,41863,3
16610,15545,11285,8232,329588,32797,44315,2
16521,15605,11226,8116,186782,17064,21840,2
16217,15370,11049,8138,277430,36154,42713,3
16444,15433,10983,8044,235816,35460,45928,6
17168,15780,11468,8248,295235,65793,66534,9
16967,15761,11482,8270,228953,45271,51581,5
17088,15767,11461,8272,195397,40126,45230,5
16974,15474,11239,7980,222090,42808,45100,6
17089,15328,11014,7850,198899,43683,47133,5
16848,15311,10958,7888,196754,41180,43438,3
17233,15399,11082,7380,204966,40069,42818,10
17133,15291,11004,7406,203284,38882,43374,7
17206,15468,11143,7626,196175,39041,48299,13
17781,15562,11256,7608,266347,50793,61268,11
17815,15494,11170,7614,255344,44723,54851,7
17364,15182,10810,7468,209644,44939,55360,5
16647,15018,10705,7340,240316,74936,79681,15
16439,14938,10546,7134,172210,39696,46318,4
16906,15000,10547,7104,227220,39853,47071,4
16817,15219,10709,7154,148829,37752,44014,7
16830,15081,10476,7188,164415,39569,51250,5
16796,15188,10497,7130,153292,28192,35446,1
16717,15218,10353,7128,157485,30303,38272,4
16552,15037,10213,7128,170057,30835,38429,4
16642,15241,10478,7212,144722,30036,41541,4
16602,15184,10466,7136,159291,29798,39590,2
16679,15154,10386,7146,139030,39591,47806,10
16863,15350,10458,7174,184217,44140,50853,9
